80,07,03,ffffeb,000028,ffffe9,0d
80,07,00,ffffea,000029,ffffe9,0d
80,07,01,ffffea,000029,ffffe9,0d
80,07,02,ffffe8,000029,ffffe9,0d
80,07,03,ffffe8,000029,ffffe9,0d
80,07,00,ffffe8,000029,ffffe8,0d
80,07,01,ffffe8,00002a,ffffe8,0d
80,07,02,ffffe7,00002a,ffffe7,0d
80,07,03,ffffe6,00002b,ffffe8,0d
80,07,00,ffffe6,00002c,ffffe9,0d
80,07,01,ffffe5,00002d,ffffe9,0d
80,07,02,ffffe5,00002f,ffffea,0d
80,07,03,ffffe5,00002f,ffffea,0d
80,07,00,ffffe6,00002f,ffffec,0d
80,07,01,ffffe5,000030,ffffec,0d
80,07,02,ffffe6,000030,ffffed,0d
80,07,03,ffffe6,000030,ffffec,0d
80,07,00,ffffe5,000030,ffffec,0d
80,07,01,ffffe5,000031,ffffed,0d
80,07,02,ffffe4,000031,ffffed,0d
80,07,03,ffffe5,000033,ffffec,0d
80,07,00,ffffe4,000033,ffffec,0d
80,07,01,ffffe4,000034,ffffec,0d
80,07,02,ffffe3,000035,ffffec,0d
80,07,03,ffffe3,000036,ffffec,0d
80,07,00,ffffe4,000037,ffffed,0d
80,07,01,ffffe4,000038,ffffec,0d
80,07,02,ffffe4,000038,ffffed,0d
80,07,03,ffffe4,000038,ffffed,0d
80,07,00,ffffe4,000039,ffffed,0d
80,07,01,ffffe2,00003a,ffffed,0d
80,07,02,ffffe1,00003b,ffffed,0d
80,07,03,ffffe0,00003c,ffffed,0d
80,07,00,ffffde,00003c,ffffec,0d
80,07,01,ffffdd,00003d,ffffec,0d
80,07,02,ffffdd,00003e,ffffeb,0d
80,07,03,ffffdc,00003f,ffffeb,0d
80,07,00,ffffdc,000041,ffffea,0d
80,07,01,ffffdc,000041,ffffeb,0d
80,07,02,ffffdc,000042,ffffea,0d
80,07,03,ffffdb,000043,ffffe9,0d
80,07,00,ffffdb,000044,ffffea,0d
80,07,01,ffffdb,000045,ffffea,0d
80,07,02,ffffda,000045,ffffea,0d
80,07,03,ffffd9,000046,ffffeb,0d
80,07,00,ffffd9,000047,ffffeb,0d
80,07,01,ffffd8,000048,ffffec,0d
80,07,02,ffffd8,000049,ffffeb,0d
80,07,03,ffffd9,00004b,ffffea,0d
80,07,00,ffffd8,00004c,ffffea,0d
80,07,01,ffffd7,00004c,ffffe9,0d
80,07,02,ffffd7,00004e,ffffe9,0d
80,07,03,ffffd8,000050,ffffe9,0d
80,07,00,ffffd7,000051,ffffe8,0d
80,07,01,ffffd7,000053,ffffe8,0d
80,07,02,ffffd5,000054,ffffe9,0d
80,07,03,ffffd5,000055,ffffe9,0d
80,07,00,ffffd4,000056,ffffe9,0d
80,07,01,ffffd3,000057,ffffe9,0d
80,07,02,ffffd3,000058,ffffe8,0d
80,07,03,ffffd2,000058,ffffe8,0d
80,07,00,ffffd2,000059,ffffe8,0d
80,07,01,ffffd2,00005a,ffffe7,0d
80,07,02,ffffd2,00005b,ffffe7,0d
80,07,03,ffffd1,00005d,ffffe6,0d
80,07,00,ffffd0,00005f,ffffe6,0d
80,07,01,ffffcf,000060,ffffe5,0d
80,07,02,ffffce,000062,ffffe4,0d
80,07,03,ffffcd,000063,ffffe4,0d
80,07,00,ffffcd,000066,ffffe3,0d
80,07,01,ffffcd,000068,ffffe1,0d
80,07,02,ffffcc,000069,ffffe1,0d
80,07,03,ffffcc,00006a,ffffdf,0d
80,07,00,ffffcc,00006b,ffffdf,0d
80,07,01,ffffcc,00006c,ffffde,0d
80,07,02,ffffcd,00006e,ffffde,0d
80,07,03,ffffcc,000070,ffffdd,0d
80,07,00,ffffcc,000071,ffffdb,0d
80,07,01,ffffcb,000074,ffffdb,0d
80,07,02,ffffcb,000076,ffffda,0d
80,07,03,ffffca,000078,ffffd8,0d
80,07,00,ffffc9,00007b,ffffd8,0d
80,07,01,ffffc8,00007d,ffffd6,0d
80,07,02,ffffc7,00007f,ffffd4,0d
80,07,03,ffffc6,000081,ffffd3,0d
80,07,00,ffffc5,000082,ffffd2,0d
