temperature,x_m,y_m,z_m,x_mm,y_mm,z_mm,count,flag
28.1920944,-2.55E-05,6.20E-05,-2.17E-05,-0.025510788,0.061988831,-0.021696091,0,0
28.1920944,-2.57E-05,6.22E-05,-2.19E-05,-0.025749207,0.062227249,-0.021934509,1,0
28.1920944,-2.57E-05,6.27E-05,-2.22E-05,-0.025749207,0.062704086,-0.022172928,2,0
28.1920944,-2.62E-05,6.29E-05,-2.22E-05,-0.026226044,0.062942505,-0.022172928,3,0
28.1920944,-2.62E-05,6.34E-05,-2.19E-05,-0.026226044,0.063419342,-0.021934509,0,0
28.1920944,-2.65E-05,6.34E-05,-2.19E-05,-0.026464462,0.063419342,-0.021934509,1,0
28.1920944,-2.65E-05,6.39E-05,-2.19E-05,-0.026464462,0.063896179,-0.021934509,2,0
28.1920944,-2.67E-05,6.44E-05,-2.22E-05,-0.026702881,0.064373016,-0.022172928,3,0
28.1920944,-2.67E-05,6.46E-05,-2.19E-05,-0.026702881,0.064611435,-0.021934509,0,0
28.1920944,-2.65E-05,6.48E-05,-2.17E-05,-0.026464462,0.064849854,-0.021696091,1,0
28.1920944,-2.67E-05,6.53E-05,-2.17E-05,-0.026702881,0.065326691,-0.021696091,2,0
28.1920944,-2.67E-05,6.56E-05,-2.17E-05,-0.026702881,0.065565109,-0.021696091,3,0
28.1920944,-2.67E-05,6.60E-05,-2.15E-05,-0.026702881,0.066041946,-0.021457672,0,0
28.1920944,-2.69E-05,6.63E-05,-2.15E-05,-0.026941299,0.066280365,-0.021457672,1,0
28.1920944,-2.69E-05,6.68E-05,-2.17E-05,-0.026941299,0.066757202,-0.021696091,2,0
28.1920944,-2.72E-05,6.70E-05,-2.17E-05,-0.027179718,0.066995621,-0.021696091,3,0
28.1920944,-2.74E-05,6.75E-05,-2.19E-05,-0.027418137,0.067472458,-0.021934509,0,0
28.1920944,-2.74E-05,6.75E-05,-2.22E-05,-0.027418137,0.067472458,-0.022172928,1,0
28.1920944,-2.77E-05,6.77E-05,-2.22E-05,-0.027656555,0.067710876,-0.022172928,2,0
28.1920944,-2.77E-05,6.77E-05,-2.22E-05,-0.027656555,0.067710876,-0.022172928,3,0
28.1920944,-2.79E-05,6.77E-05,-2.24E-05,-0.027894974,0.067710876,-0.022411346,0,0
28.1920944,-2.79E-05,6.79E-05,-2.24E-05,-0.027894974,0.067949295,-0.022411346,1,0
28.1920944,-2.79E-05,6.79E-05,-2.24E-05,-0.027894974,0.067949295,-0.022411346,2,0
28.1920944,-2.81E-05,6.82E-05,-2.19E-05,-0.028133392,0.068187714,-0.021934509,3,0
28.1920944,-2.84E-05,6.84E-05,-2.19E-05,-0.028371811,0.068426132,-0.021934509,0,0
28.1920944,-2.86E-05,6.89E-05,-2.17E-05,-0.028610229,0.068902969,-0.021696091,1,0
28.1920944,-2.88E-05,6.91E-05,-2.15E-05,-0.028848648,0.069141388,-0.021457672,2,0
28.1920944,-2.91E-05,6.96E-05,-2.12E-05,-0.029087067,0.069618225,-0.021219254,3,0
28.1920944,-2.93E-05,6.96E-05,-2.10E-05,-0.029325485,0.069618225,-0.020980835,0,0
28.1920944,-2.93E-05,6.99E-05,-2.12E-05,-0.029325485,0.069856644,-0.021219254,1,0
28.1920944,-2.93E-05,7.01E-05,-2.10E-05,-0.029325485,0.070095062,-0.020980835,2,0
28.1920944,-2.93E-05,7.01E-05,-2.10E-05,-0.029325485,0.070095062,-0.020980835,3,0
28.1920944,-2.96E-05,7.01E-05,-2.10E-05,-0.029563904,0.070095062,-0.020980835,0,0
28.1920944,-2.98E-05,7.03E-05,-2.12E-05,-0.029802322,0.070333481,-0.021219254,1,0
28.1920944,-2.98E-05,7.06E-05,-2.12E-05,-0.029802322,0.070571899,-0.021219254,2,0
28.1920944,-2.98E-05,7.08E-05,-2.12E-05,-0.029802322,0.070810318,-0.021219254,3,0
28.1920944,-3.00E-05,7.13E-05,-2.10E-05,-0.030040741,0.071287155,-0.020980835,0,0
28.1920944,-3.00E-05,7.15E-05,-2.10E-05,-0.030040741,0.071525574,-0.020980835,1,0
28.1920944,-3.00E-05,7.20E-05,-2.10E-05,-0.030040741,0.072002411,-0.020980835,2,0
28.1920944,-3.00E-05,7.22E-05,-2.10E-05,-0.030040741,0.072240829,-0.020980835,3,0
28.1920944,-3.03E-05,7.25E-05,-2.07E-05,-0.03027916,0.072479248,-0.020742416,0,0
28.1920944,-3.03E-05,7.25E-05,-2.05E-05,-0.03027916,0.072479248,-0.020503998,1,0
28.1920944,-3.03E-05,7.25E-05,-2.03E-05,-0.03027916,0.072479248,-0.020265579,2,0
28.1920944,-3.03E-05,7.22E-05,-2.03E-05,-0.03027916,0.072240829,-0.020265579,3,0
28.1920944,-3.00E-05,7.22E-05,-2.03E-05,-0.030040741,0.072240829,-0.020265579,0,0
28.1920944,-3.03E-05,7.20E-05,-2.05E-05,-0.03027916,0.072002411,-0.020503998,1,0
28.1920944,-3.03E-05,7.20E-05,-2.05E-05,-0.03027916,0.072002411,-0.020503998,2,0
28.1920944,-3.03E-05,7.20E-05,-2.05E-05,-0.03027916,0.072002411,-0.020503998,3,0
28.1920944,-3.05E-05,7.18E-05,-2.07E-05,-0.030517578,0.071763992,-0.020742416,0,0
28.1920944,-3.05E-05,7.20E-05,-2.07E-05,-0.030517578,0.072002411,-0.020742416,1,0
28.1920944,-3.05E-05,7.18E-05,-2.07E-05,-0.030517578,0.071763992,-0.020742416,2,0
28.1920944,-3.05E-05,7.18E-05,-2.10E-05,-0.030517578,0.071763992,-0.020980835,3,0
28.1920944,-3.05E-05,7.18E-05,-2.07E-05,-0.030517578,0.071763992,-0.020742416,0,0
28.1920944,-3.03E-05,7.15E-05,-2.05E-05,-0.03027916,0.071525574,-0.020503998,1,0
28.1920944,-3.03E-05,7.13E-05,-2.05E-05,-0.03027916,0.071287155,-0.020503998,2,0
28.1920944,-3.00E-05,7.10E-05,-2.03E-05,-0.030040741,0.071048737,-0.020265579,3,0
28.1920944,-2.98E-05,7.06E-05,-2.03E-05,-0.029802322,0.070571899,-0.020265579,0,0
28.1920944,-2.98E-05,7.06E-05,-2.00E-05,-0.029802322,0.070571899,-0.020027161,1,0
28.1920944,-2.98E-05,7.06E-05,-1.98E-05,-0.029802322,0.070571899,-0.019788742,2,0
28.1920944,-2.98E-05,7.03E-05,-1.98E-05,-0.029802322,0.070333481,-0.019788742,3,0
28.1920944,-2.98E-05,7.01E-05,-1.98E-05,-0.029802322,0.070095062,-0.019788742,0,0
28.1920944,-3.00E-05,7.03E-05,-1.96E-05,-0.030040741,0.070333481,-0.019550323,1,0
28.1920944,-3.00E-05,7.03E-05,-1.96E-05,-0.030040741,0.070333481,-0.019550323,2,0
28.1920944,-2.98E-05,7.01E-05,-1.93E-05,-0.029802322,0.070095062,-0.019311905,3,0
28.1920944,-3.00E-05,7.01E-05,-1.91E-05,-0.030040741,0.070095062,-0.019073486,0,0
28.1920944,-3.00E-05,6.99E-05,-1.91E-05,-0.030040741,0.069856644,-0.019073486,1,0
28.1920944,-3.00E-05,7.01E-05,-1.91E-05,-0.030040741,0.070095062,-0.019073486,2,0
28.1920944,-3.00E-05,7.03E-05,-1.93E-05,-0.030040741,0.070333481,-0.019311905,3,0
28.1920944,-3.03E-05,7.03E-05,-1.96E-05,-0.03027916,0.070333481,-0.019550323,0,0
28.1920944,-3.05E-05,7.06E-05,-1.96E-05,-0.030517578,0.070571899,-0.019550323,1,0
28.1920944,-3.05E-05,7.01E-05,-1.93E-05,-0.030517578,0.070095062,-0.019311905,2,0
28.1920944,-3.05E-05,7.01E-05,-1.96E-05,-0.030517578,0.070095062,-0.019550323,3,0
28.1920944,-3.03E-05,6.99E-05,-1.96E-05,-0.03027916,0.069856644,-0.019550323,0,0
28.1920944,-3.05E-05,6.94E-05,-1.93E-05,-0.030517578,0.069379807,-0.019311905,1,0
28.1920944,-3.08E-05,6.94E-05,-1.93E-05,-0.030755997,0.069379807,-0.019311905,2,0
28.1920944,-3.10E-05,6.91E-05,-1.93E-05,-0.030994415,0.069141388,-0.019311905,3,0
28.1920944,-3.10E-05,6.87E-05,-1.91E-05,-0.030994415,0.068664551,-0.019073486,0,0
28.1920944,-3.10E-05,6.82E-05,-1.88E-05,-0.030994415,0.068187714,-0.018835068,1,0
28.1920944,-3.08E-05,6.82E-05,-1.88E-05,-0.030755997,0.068187714,-0.018835068,2,0
28.1920944,-3.05E-05,6.77E-05,-1.88E-05,-0.030517578,0.067710876,-0.018835068,3,0
28.1920944,-3.05E-05,6.72E-05,-1.88E-05,-0.030517578,0.067234039,-0.018835068,0,0
28.1920944,-3.03E-05,6.68E-05,-1.86E-05,-0.03027916,0.066757202,-0.018596649,1,0
28.1920944,-3.03E-05,6.63E-05,-1.86E-05,-0.03027916,0.066280365,-0.018596649,2,0
28.1920944,-3.00E-05,6.60E-05,-1.86E-05,-0.030040741,0.066041946,-0.018596649,3,0
28.1920944,-2.98E-05,6.56E-05,-1.86E-05,-0.029802322,0.065565109,-0.018596649,0,0
28.1920944,-2.96E-05,6.53E-05,-1.88E-05,-0.029563904,0.065326691,-0.018835068,1,0
28.1920944,-2.93E-05,6.51E-05,-1.86E-05,-0.029325485,0.065088272,-0.018596649,2,0
28.1920944,-2.91E-05,6.46E-05,-1.84E-05,-0.029087067,0.064611435,-0.018358231,3,0
28.1920944,-2.91E-05,6.44E-05,-1.84E-05,-0.029087067,0.064373016,-0.018358231,0,0
28.1920944,-2.91E-05,6.44E-05,-1.81E-05,-0.029087067,0.064373016,-0.018119812,1,0
28.1920944,-2.88E-05,6.44E-05,-1.81E-05,-0.028848648,0.064373016,-0.018119812,2,0
28.1920944,-2.88E-05,6.41E-05,-1.81E-05,-0.028848648,0.064134598,-0.018119812,3,0
28.1920944,-2.88E-05,6.41E-05,-1.81E-05,-0.028848648,0.064134598,-0.018119812,0,0
28.1920944,-2.88E-05,6.39E-05,-1.81E-05,-0.028848648,0.063896179,-0.018119812,1,0
28.1920944,-2.86E-05,6.34E-05,-1.81E-05,-0.028610229,0.063419342,-0.018119812,2,0
28.1920944,-2.84E-05,6.32E-05,-1.81E-05,-0.028371811,0.063180923,-0.018119812,3,0
28.1920944,-2.81E-05,6.27E-05,-1.81E-05,-0.028133392,0.062704086,-0.018119812,0,0
28.1920944,-2.79E-05,6.22E-05,-1.79E-05,-0.027894974,0.062227249,-0.017881393,1,0
28.1920944,-2.79E-05,6.18E-05,-1.76E-05,-0.027894974,0.061750412,-0.017642975,2,0
28.1920944,-2.77E-05,6.08E-05,-1.76E-05,-0.027656555,0.060796738,-0.017642975,3,0
28.1920944,-2.74E-05,5.98E-05,-1.72E-05,-0.027418137,0.059843063,-0.017166138,0,0
28.1920944,-2.69E-05,5.89E-05,-1.67E-05,-0.026941299,0.058889389,-0.016689301,1,0
28.1920944,-2.67E-05,5.84E-05,-1.67E-05,-0.026702881,0.058412552,-0.016689301,2,0
28.1920944,-2.65E-05,5.75E-05,-1.62E-05,-0.026464462,0.057458878,-0.016212463,3,0
28.1920944,-2.65E-05,5.70E-05,-1.57E-05,-0.026464462,0.05698204,-0.015735626,0,0
28.1920944,-2.60E-05,5.65E-05,-1.55E-05,-0.025987625,0.056505203,-0.015497208,1,0
28.1920944,-2.57E-05,5.60E-05,-1.53E-05,-0.025749207,0.056028366,-0.015258789,2,0
28.1920944,-2.55E-05,5.58E-05,-1.50E-05,-0.025510788,0.055789948,-0.01502037,3,0
28.1920944,-2.55E-05,5.56E-05,-1.53E-05,-0.025510788,0.055551529,-0.015258789,0,0
28.1920944,-2.55E-05,5.51E-05,-1.53E-05,-0.025510788,0.055074692,-0.015258789,1,0
28.1920944,-2.50E-05,5.48E-05,-1.53E-05,-0.025033951,0.054836273,-0.015258789,2,0
28.1920944,-2.48E-05,5.46E-05,-1.53E-05,-0.024795532,0.054597855,-0.015258789,3,0
28.1920944,-2.48E-05,5.44E-05,-1.53E-05,-0.024795532,0.054359436,-0.015258789,0,0
28.1920944,-2.46E-05,5.39E-05,-1.53E-05,-0.024557114,0.053882599,-0.015258789,1,0
28.1920944,-2.46E-05,5.36E-05,-1.53E-05,-0.024557114,0.05364418,-0.015258789,2,0
28.1920944,-2.41E-05,5.32E-05,-1.50E-05,-0.024080276,0.053167343,-0.01502037,3,0
28.1920944,-2.38E-05,5.25E-05,-1.48E-05,-0.023841858,0.052452087,-0.014781952,0,0
